person_id,name,gender,age,id_card,insurance_type,region,register_date,status
P202301630,曾勇,男,65,410502195909247795,城乡居民,洛阳市,2023-07-03,在保
P202300200,冯建国,男,29,410402199512240632,城乡居民,驻马店市,2021-02-28,在保
P202303614,罗磊,男,57,410103196706233128,灵活就业,驻马店市,2020-03-08,在保
P202301989,杨国强,男,38,410302198606120614,城乡居民,周口市,2021-08-10,在保
P202302345,吕磊,男,11,410103201310082515,城镇职工,平顶山市,2021-02-15,在保
P202303264,袁萍,女,71,410202195310088382,城乡居民,洛阳市,2021-05-12,在保
P202301906,邓文博,男,58,410102196612195703,城乡居民,开封市,2020-10-25,在保
P202300766,何丽,女,37,410302198702018723,城镇职工,开封市,2022-03-06,在保
P202300804,董鹏,男,41,410102198308112419,城乡,周口市,2024-01-03,停保
P202301502,陈文彬,男,40,410102198401200510,城镇职工,安阳市,2020-01-01,在保
P202301771,蔡晨曦,男,50,410702197402271157,城乡居民,周口市,2022-09-18,在保
P202300107,罗宇航,男,83,410702194106241341,城镇职工,漯河市,2021-08-27,在保
P202302965,苏梦瑶,女,72,410105195207062443,城镇职工,许昌市,2024-02-16,在保
P202300839,卢思琪,女,67,,灵活就业,安阳市,2020-09-06,在保
P202303972,马雪,女,30,410106199411054649,灵活就业,信阳市,2021-05-25,在保
P202300706,曹敏,女,60,410402196410243197,城镇职工,新乡市,2023-02-08,在保
P202304151,蔡淑珍,女,48,410104197612269376,城镇职工,平顶山市,2021-11-17,在保
P202303180,冯伟,男,59,410104196503083290,灵活就业,开封市,2024-03-07,在保
P202304777,曾思琪,女,49,410105197512057362,城乡居民,安阳市,2023-05-16,在保
P202300229,林玲,女,37,410502198704143074,灵活就业,郑州市,2023-02-14,停保
P202303337,马美琳,女,25,410502199909076382,城乡居民,新乡市,2022-08-16,在保
P202302269,何慧,女,40,410103198409074965,城乡居民,鹤壁市,2021-04-09,在保
P202303853,邓玲,女,73,410103195106107666,灵活就业,许昌市,2021-02-15,在保
P202300502,彭娟,女,84,410502194006074218,城乡居民,南阳市,2022-03-19,在保
P202303129,卢桂英,女,51,410103197303112316,城镇职工,郑州市,2022-03-06,停保
P202303353,薛语嫣,女,57,410302196709085475,城乡居民,商丘市,2020-04-23,停保
P202304175,徐晨曦,男,46,410104197809010907,灵活就业,信阳市,2020-06-14,在保
P202301635,高强,男,43,410502198109280818,城镇职工,漯河市,2023-03-28,停保
P202301481,谢文博,男,63,410402196104086480,城乡居民,焦作市,2021-12-30,在保
P202302116,丁文彬,男,40,410502198409249943,城镇职工,焦作市,2021-01-17,在保
P202304000,蔡子轩,男,56,410202196807031188,城镇职工,驻马店市,2023-11-15,在保
P202300562,,男,87,410103193712171152,城乡居民,平顶山市,2023-04-13,停保
P202304199,程文博,男,0,410106202412236036,城乡居民,南阳市,2021-12-16,在保
P202303698,陈美琳,女,55,410502196910217429,城乡居民,平顶山市,2021-04-16,在保
P202301745,蒋婷,女,33,410104199102018532,城镇职工,商丘市,2020-07-07,停保
P202300280,蔡慧,女,43,410402198108060849,城镇职工,郑州市,2024-04-07,在保
P202302267,阎浩,男,17,410102200712084791,城乡居民,南阳市,2020-08-04,在保
P202300158,李秀兰,女,58,410502196606083951,城镇职工,焦作市,2021-04-04,在保
P202300539,程建华,男,200,410302195611192008,城镇职工,周口市,2024-02-15,在保
P202304115,董晓红,女,79,410104194507118287,灵活就业,许昌市,2020-11-23,在保
P202304458,吕秀英,女,26,410102199808137212,城镇职工,周口市,2022-02-11,停保
P202301651,李浩然,男,60,410402196407089718,城镇职工,驻马店市,2023-08-07,停保
P202303151,王强,男,65,410502195909056703,城乡居民,驻马店市,2021-09-12,在保
P202300765,朱文博,男,70,410106195406260561,城镇职工,驻马店市,2023-05-18,在保
P202301865,叶玲,女,73,410106195102200996,城乡居民,焦作市,2023-08-24,在保
P202303486,罗子轩,,40,410502198404264058,灵活就业,信阳市,2021-09-26,在保
P202300732,卢文博,男,32,410402199201028801,城镇职工,焦作市,2023-05-17,在保
P202300085,苏诗涵,女,35,410103198908124185,城乡居民,焦作市,2023-10-04,在保
P202302581,孙萍,女,56,410105196806138541,城乡居民,焦作市,2023-11-10,在保
P202303208,薛斌,男,64,410202196005212374,城镇职工,平顶山市,2022-07-14,在保
P202302975,阎秀英,女,66,410105195806271093,灵活就业,周口市,2020-01-15,在保
P202302697,曾超,男,69,410402195512055585,城镇职工,新乡市,2022-01-16,退保
P202301339,胡浩然,男,43,410106198103040268,城镇职工,周口市,2020-03-21,在保
P202303903,董莉,女,80,410502194409139743,城镇职工,商丘市,2023-09-08,在保
P202300912,胡伟,男,53,410502197112243837,城镇职工,南阳市,2022-05-01,停保
P202300030,王浩,男,44,410702198002035503,城乡居民,驻马店市,2021-06-27,在保
P202300678,唐嘉伟,男,81,410104194308111590,城乡居民,许昌市,2023-01-23,退保
P202304502,袁玲,女,25,410105199912258289,灵活就业,新乡市,2020-02-25,在保
P202303686,邓芳,女,34,410102199005066663,城乡居民,焦作市,2022-07-24,在保
P202303742,许静,女,59,410104196512216395,城镇职工,郑州市,2022-12-29,在保
P202301621,魏杰,男,52,410106197205187088,城镇职工,商丘市,2020-05-20,在保
P202300423,孙杰,男,45,410103197907024384,城乡居民,驻马店市,2021-06-25,在保
P202301666,高萍,女,49,410103197512242095,城镇职工,商丘市,2024-03-29,停保
P202304990,周鹏,男,93,410106193109250095,灵活就业,南阳市,2023-05-26,在保
P202302728,吕子轩,男,74,410106195012086487,城镇职工,南阳市,2022-05-19,在保
P202303194,许美琳,女,38,410102198612256077,城乡居民,洛阳市,2023-01-18,在保
P202303969,朱超,男,86,410103193805215325,城乡居民,焦作市,2024-03-09,在保
P202300169,薛凤英,女,45,410302197906065087,灵活就业,焦作市,2022-11-29,在保
P202303835,赵思琪,女,32,410105199211117193,城乡居民,漯河市,2020-09-21,在保
P202303482,苏秀英,女,3,410502202109038577,城乡居民,驻马店市,2022-04-06,在保
P202303470,胡子轩,男,46,410402197811053224,城乡居民,安阳市,2024-03-11,在保
P202300228,周建国,男,30,410105199412193269,灵活就业,周口市,2024-05-01,在保
P202302655,高伟,男,38,410202198612262222,城镇职工,许昌市,2021-04-24,在保
P202300487,韩艳,女,38,410104198608260092,城镇职工,南阳市,2022-10-20,在保
P202301695,冯佳慧,女,52,410106197209199838,城镇职工,驻马店市,2020-02-16,在保
P202301201,罗俊杰,男,52,410106197211165016,城镇职工,周口市,2022-01-01,在保
P202302686,沈雨彤,女,55,410103196904052679,城乡居民,焦作市,2024-04-12,停保
P202303173,沈杰,男,26,410502199803174773,城乡居民,漯河市,2020-12-16,在保
P202300024,杨嘉伟,男,24,410105200003144977,城乡居民,新乡市,2022-04-01,停保
P202303085,袁佳慧,女,46,410302197810154711,城镇职工,安阳市,2021-01-23,在保
P202303131,袁霞,女,48,410402197601212526,城乡居民,平顶山市,2020-08-06,在保
P202302537,阎梦瑶,女,67,410302195709102696,城镇职工,信阳市,2023-03-22,在保
P202302898,宋美琳,女,81,410702194301265918,城乡,安阳市,2023-12-16,停保
P202304841,萧强,男,35,410302198905156536,城乡居民,许昌市,2021-11-08,在保
P202302094,郑雪,女,29,410702199503016695,城镇职工,周口市,2024-01-25,停保
P202300240,萧丽,女,65,410202195903057378,城乡居民,信阳市,2021-01-11,停保
P202303572,,女,73,410502195109183580,城乡居民,洛阳市,2020-03-09,在保
P202303766,王慧,女,50,410104197402091984,城镇职工,许昌市,2022-12-04,在保
P202302017,黄涛,男,45,410202197906231578,城镇职工,平顶山市,2022-03-11,在保
P202304039,马玲,女,49,410105197501171028,城乡居民,新乡市,2022-04-14,在保
P202300298,吕海涛,男,55,410202196912076432,城镇职工,漯河市,2022-04-23,在保
P202300249,孙嘉伟,男,81,410102194304191476,灵活就业,漯河市,2020-06-06,在保
P202302136,傅辉,男,39,410105198508186804,城乡居民,南阳市,2022-07-08,在保
P202300374,刘宇航,男,67,410702195707223272,灵活就业,许昌市,2020-02-22,在保
P202300882,曾艳,女,40,410402198405070072,城乡居民,信阳市,2020-05-11,在保
P202302308,于娟,女,46,410102197809089809,灵活就业,郑州市,2024-02-27,在保
P202303888,孙雨彤,女,47,410104197706056710,城乡居民,漯河市,2020-12-01,在保
P202304504,张淑珍,女,57,410105196708126380,城镇职工,安阳市,2021-08-01,在保
P202302992,王慧,女,60,410402196412270676,城镇职工,开封市,2020-07-11,在保
P202300725,郭秀英,女,53,410502197108142145,城乡居民,平顶山市,2020-06-06,在保
P202302221,唐文彬,男,43,410104198104263333,灵活就业,安阳市,2023-01-11,在保
P202302218,袁思琪,女,48,410105197608130600,城镇职工,驻马店市,2022-12-12,在保
P202301469,冯凤英,女,28,410202199607158897,灵活就业,信阳市,2020-11-08,在保
P202301593,萧晨曦,男,57,410103196712185175,城镇职工,南阳市,2024-02-29,在保
P202303952,冯凤英,女,34,410102199002225035,城乡居民,平顶山市,2020-12-13,停保
P202302446,徐强,男,54,410105197011011465,城乡居民,开封市,2020-02-17,在保
P202303092,蔡永强,男,63,410106196108056473,灵活就业,信阳市,2021-03-07,在保
P202300928,,男,56,410105196806156337,灵活就业,驻马店市,2022-04-26,在保
P202304580,朱雨彤,女,64,410103196003171671,城乡居民,商丘市,2020-07-25,在保
P202304653,胡紫薇,女,50,410302197405262955,城乡居民,洛阳市,2020-11-20,在保
P202300600,黄莉,女,56,410202196809048417,城乡居民,开封市,2021-09-22,退保
P202301393,林桂英,女,86,410103193812053293,城乡居民,平顶山市,,在保
P202302228,薛雨彤,女,39,410302198501188145,城乡居民,安阳市,2023-01-17,退保
P202304177,萧娟,女,49,410105197505049014,城乡居民,许昌市,2021-05-20,在保
P202301610,吴娜,女,45,410105197909205074,灵活就业,漯河市,2021-02-18,在保
P202304291,阎敏,女,59,410302196505109915,城镇职工,商丘市,2023-09-12,在保
P202302877,程波,男,33,410502199108100254,城乡居民,鹤壁市,2020-11-03,在保
P202303289,董嘉伟,男,38,410402198609131396,灵活就业,驻马店市,2023-12-09,在保
P202302143,罗雪,女,53,410202197106202289,城镇职工,南阳市,2021-10-30,在保
P202300472,蒋淑珍,女,8,410105201609017541,城镇职工,漯河市,2020-07-03,在保
P202301245,沈嘉伟,男,38,410103198602067471,城乡居民,开封市,2021-10-12,在保
P202303691,周紫薇,女,59,410502196501263339,城镇职工,焦作市,2020-05-29,在保
P202304222,陈玉兰,女,65,410103195912057599,城乡居民,洛阳市,2022-12-13,在保
P202301074,郑慧,女,26,410702199809011628,灵活就业,许昌市,2021-06-05,停保
P202301045,赵秀英,女,46,410103197807254433,城镇职工,南阳市,2021-11-04,在保
P202301715,马欣怡,女,40,410103198404109178,灵活就业,郑州市,2022-12-16,退保
P202304041,王志强,男,53,410106197109035645,城镇职工,洛阳市,2021-03-31,在保
P202304779,彭鹏,男,30,,城镇职工,漯河市,2023-11-09,在保
P202301035,李国强,男,41,410402198310288720,城乡居民,安阳市,2020-11-26,在保
P202304418,徐超,男,14,410302201002145224,城镇职工,漯河市,2021-08-22,在保
P202301753,陈国强,男,38,410702198607157739,城镇职工,郑州市,2023-02-15,在保
P202303650,韩国强,男,42,410202198208213606,城乡居民,开封市,2023-06-06,在保
P202304809,朱桂英,女,75,410106194903116446,灵活就业,开封市,2022-12-27,在保
P202301555,赵嘉伟,男,45,410302197904029129,城乡居民,郑州市,2020-01-21,在保
P202304196,蒋秀兰,女,41,410302198303110875,城乡居民,信阳市,2021-10-24,在保
P202302987,贾国强,男,47,410302197709107991,城镇职工,驻马店市,2024-05-13,停保
P202302722,李建华,男,40,410102198402106826,城镇职工,平顶山市,2020-02-05,在保
P202300830,蒋飞,男,44,410402198010110162,城镇职工,商丘市,2020-01-05,在保
P202301096,萧俊杰,男,48,410402197602112139,城镇职工,平顶山市,2022-12-16,在保
P202300427,谢玲,女,32,410702199209165740,城镇职工,洛阳市,2023-10-01,在保
P202302146,陈嘉伟,男,76,410402194804256552,城乡居民,商丘市,2022-08-06,在保
P202303136,贾晓红,女,57,410104196704191117,城镇职工,平顶山市,2023-10-24,在保
P202304161,沈婷,女,50,410302197403024684,灵活就业,周口市,2022-11-08,在保
P202304065,袁勇,男,32,410105199206223109,城镇职工,郑州市,2021-09-23,退保
P202304343,贾佳慧,女,85,410202193903131245,城乡居民,驻马店市,2022-08-09,停保
P202304952,曾慧,女,72,410104195203071734,灵活就业,开封市,2020-03-27,在保
P202303581,蔡天宇,男,88,410402193605096249,城乡居民,开封市,2021-09-29,在保
P202304231,傅晨曦,男,21,410302200308205034,城乡居民,安阳市,2022-10-20,在保
P202302663,苏婷,女,60,410502196406142257,城乡居民,洛阳市,2020-06-19,在保
P202302706,黄晨曦,男,68,410106195603111317,城乡居民,商丘市,2022-10-29,停保
P202301324,王紫薇,女,58,410102196607126612,灵活就业,信阳市,2024-04-19,在保
P202304130,张鹏,男,79,410103194507224067,城镇职工,信阳市,2021-12-22,在保
P202303985,于嘉伟,男,54,410502197009033555,灵活就业,许昌市,2022-08-16,在保
P202304826,郑婷,女,54,410202197001265938,城乡居民,鹤壁市,2020-03-06,在保
P202304460,吴伟,男,61,410106196302239170,城镇职工,信阳市,2020-07-28,在保
P202302884,陈秀英,女,58,410702196609196056,城乡居民,鹤壁市,2021-10-05,退保
P202302118,曾丽,女,32,410502199209048764,城镇职工,新乡市,2024-04-26,在保
P202300654,赵明,男,30,410105199407080757,城乡居民,周口市,2022-09-19,在保
P202304437,程嘉伟,男,71,410104195309217232,城乡居民,信阳市,2022-03-07,在保
P202301019,贾秀兰,女,44,410202198003269663,城乡居民,南阳市,2022-05-07,在保
P202300089,黄芳,女,40,410702198404231624,灵活就业,驻马店市,2020-01-29,在保
P202301130,蒋萍,女,55,410104196911011892,城镇职工,鹤壁市,2024-03-04,在保
P202303774,阎娜,女,36,410105198802273359,城镇职工,漯河市,2024-05-15,停保
P202300009,郭秀英,女,41,410702198312112177,城镇职工,南阳市,2023-08-09,在保
P202301887,刘涛,男,35,410105198912259057,城乡居民,焦作市,2021-04-11,在保
P202301663,冯晨曦,男,11,410103201309192349,城镇职工,安阳市,2020-01-01,在保
P202303911,林玉兰,女,24,410402200003159802,城乡居民,周口市,2023-05-29,停保
P202300682,胡芳,女,29,410402199511229801,城镇职工,驻马店市,2022-03-18,在保
P202303774,阎娜,女,36,410105198802273359,城镇职工,漯河市,2024-05-15,停保
P202303659,吴永强,男,52,410106197201168561,城镇职工,平顶山市,2022-06-29,在保
P202300145,曾雪,女,54,410102197008265853,灵活就业,焦作市,2023-05-24,在保
P202300995,胡斌,男,31,410106199309129165,城乡居民,信阳市,2023-07-13,在保
P202303653,吴语嫣,女,58,410702196608096373,城乡居民,焦作市,2021-07-24,在保
P202301742,韩敏,女,46,410402197802225584,城镇职工,安阳市,2021-06-25,在保
P202303341,胡淑珍,女,62,410105196203085440,灵活就业,郑州市,2021-06-12,在保
P202303836,程梦瑶,女,42,410402198207123514,城乡居民,信阳市,2022-03-25,在保
P202302742,傅莉,女,58,410103196603199805,城镇职工,鹤壁市,2022-03-22,在保
P202300152,赵婷,女,56,410502196801223449,城乡居民,开封市,2023-05-08,在保
P202301671,郭桂英,女,45,410105197912267900,城镇职工,新乡市,2022-04-11,在保
P202303918,何晨曦,男,59,410202196503284253,城乡居民,南阳市,2020-12-16,在保
P202301832,李国强,男,54,410202197009285405,城镇职工,信阳市,2022-05-22,在保
P202300241,邓强,男,35,410103198911027820,城乡居民,南阳市,2020-10-08,在保
P202300849,苏建国,男,38,410302198608246357,城镇职工,开封市,2021-05-12,在保
P202302173,谢磊,男,44,410202198012175510,城乡居民,平顶山市,2024-01-18,在保
P202301882,于美琳,女,79,410402194505131375,城乡居民,周口市,2020-05-17,在保
P202300857,胡涛,男,35,410105198905241785,城镇职工,鹤壁市,2023-02-09,在保
P202303356,林辉,男,47,410106197709091937,城乡居民,鹤壁市,2022-08-07,在保
P202301414,阎思琪,女,88,410502193601079691,城乡居民,安阳市,2023-04-18,在保
P202300965,贾莉,女,48,410502197605201010,灵活就业,开封市,2021-10-13,停保
P202301418,张嘉伟,男,54,410103197005019263,城镇职工,商丘市,2021-11-08,退保
P202302750,周霞,女,46,410702197808122447,城乡居民,平顶山市,2024-02-13,在保
P202300458,徐欣怡,女,31,410402199310190703,城乡居民,南阳市,2022-02-28,在保
P202301104,唐淑珍,女,47,410106197708071753,城镇职工,焦作市,2023-07-28,在保
P202301437,萧玉兰,女,45,410302197903245423,城镇职工,新乡市,2021-03-20,在保
P202304760,王语嫣,女,62,,城乡居民,商丘市,2020-06-12,在保
P202304085,徐伟,男,73,410104195109229228,城乡居民,洛阳市,2021-12-31,在保
P202301591,高俊杰,男,30,410402199405119628,城镇职工,安阳市,2022-10-18,退保
P202303387,吴梦瑶,女,35,410402198907244905,城镇职工,洛阳市,2020-09-13,在保
P202300466,孙玉兰,女,46,410402197805105915,城乡居民,平顶山市,2023-12-15,在保
P202302674,吴俊杰,男,40,410302198403254586,城乡,许昌市,2022-10-05,在保
P202303258,叶淑珍,女,37,410702198708135461,城乡居民,许昌市,2023-10-16,停保
P202304294,李文彬,男,46,410502197804152529,城镇职工,南阳市,2021-10-28,在保
P202301787,谢鹏,男,44,410103198009078242,城镇职工,许昌市,2023-01-17,在保
P202301719,阎萍,女,62,410302196211108508,城乡居民,商丘市,2023-05-23,在保
P202300101,徐杰,男,24,410302200010222467,城镇职工,漯河市,2023-04-09,在保
P202304029,,男,78,410202194610264780,城镇职工,郑州市,2020-02-22,在保
P202301706,周美琳,女,45,410106197910038271,城镇职工,鹤壁市,2022-12-13,在保
P202303320,何宇航,男,91,410202193308032063,城乡居民,周口市,2024-04-20,在保
P202301050,宋紫薇,女,74,410105195006144937,城镇职工,驻马店市,2023-11-11,在保
P202301407,丁语嫣,女,24,410104200009058337,灵活就业,郑州市,2023-06-28,在保
P202303626,许美琳,女,32,410302199203219642,城乡居民,信阳市,2020-08-14,在保
P202304193,杨文彬,男,73,410105195108165846,城镇职工,开封市,2022-04-01,在保
P202301254,苏超,男,56,410102196803144865,灵活就业,焦作市,2023-08-19,停保
P202304739,陈晓红,女,25,410502199908130132,城乡居民,驻马店市,2022-10-06,在保
P202302421,胡艳,女,68,410105195605241884,城乡居民,鹤壁市,2021-09-27,在保
P202304274,阎思琪,女,30,410103199406213756,城乡居民,南阳市,2020-07-01,在保
P202302848,郭斌,男,34,410106199011175519,城镇职工,新乡市,2021-05-02,在保
P202301057,黄晓红,女,49,410302197506065669,城镇职工,开封市,2023-01-16,在保
P202302073,吕萍,女,51,410202197304240582,城镇职工,安阳市,2023-08-07,在保
P202301727,唐国强,男,40,410502198411054444,城乡居民,洛阳市,2023-02-01,在保
P202304253,于文博,男,53,410102197110166739,城镇职工,信阳市,2022-10-27,在保
P202303362,徐斌,男,19,410502200510167351,城镇职工,商丘市,2023-10-31,停保
P202301296,彭俊杰,男,48,410104197604157391,城镇职工,郑州市,2024-03-13,在保
P202303593,孙娜,女,91,410104193302225226,城镇职工,信阳市,2021-05-27,在保
P202303489,黄国强,男,33,410105199109148858,城乡居民,开封市,2022-09-11,在保
P202301293,沈海涛,男,49,410103197506017609,城乡居民,漯河市,,在保
P202300590,蒋敏,女,34,410104199005040159,城镇职工,驻马店市,2022-11-18,在保
P202304117,卢丽,女,45,410702197902209006,城镇职工,郑州市,2023-07-30,在保
P202302838,罗美琳,女,79,410502194502218094,城镇职工,安阳市,2021-07-03,在保
P202304611,徐雪,女,51,410402197312170716,城乡居民,开封市,2023-03-31,在保
P202300932,罗俊杰,男,83,410502194108069177,城乡居民,洛阳市,2022-09-14,在保
P202301171,孙永强,男,63,410402196110110428,城乡居民,许昌市,2021-04-11,在保
P202303168,阎娟,女,52,410702197204208505,城乡居民,信阳市,2023-03-31,在保
P202301700,许强,男,53,410105197104190933,城乡居民,信阳市,2021-03-19,在保
P202302620,杨鹏,男,76,410106194802272270,灵活就业,鹤壁市,2022-02-13,在保
P202300684,王玲,女,200,410106196608285741,城镇职工,新乡市,2024-01-30,停保
P202300231,冯静,女,36,410104198809162463,城镇职工,安阳市,2023-12-20,在保
P202304606,林霞,女,45,410103197901064015,灵活就业,焦作市,2022-07-17,在保
P202303409,朱娜,女,45,410103197901221497,城镇职工,新乡市,2022-02-17,在保
P202304323,卢凤英,女,150,410502195309201751,城乡居民,新乡市,2020-12-10,在保
P202304047,沈诗涵,女,62,410106196212120974,城镇职工,焦作市,2021-04-13,在保
P202302408,彭诗涵,女,64,410202196004205403,城镇职工,平顶山市,2023-05-12,在保
P202302338,程静,女,50,410104197406109463,城乡居民,鹤壁市,2024-05-16,在保
P202304052,叶语嫣,女,53,410502197101205573,城乡居民,驻马店市,2024-02-14,在保
P202300297,赵飞,男,66,410106195803137922,城镇职工,商丘市,2023-10-18,在保
P202304750,丁明,男,51,410702197310024365,城镇职工,平顶山市,2022-08-29,在保
P202303781,罗宇航,男,47,410105197711182765,灵活就业,漯河市,2020-04-04,在保
P202301174,吴芳,女,48,410202197606149185,城镇职工,信阳市,2021-08-25,在保
P202303128,曹晓红,女,73,410105195102228560,灵活就业,洛阳市,2020-02-24,退保
P202303036,沈俊杰,男,58,410702196607103071,城镇职工,南阳市,2020-01-18,在保
P202300743,苏浩,男,38,410104198601132044,城乡居民,焦作市,2023-03-25,在保
P202303941,曾明,男,56,410202196808165887,城镇职工,商丘市,2023-05-15,在保
P202303869,程强,男,52,410106197208061973,城乡居民,安阳市,2023-07-30,在保
P202300506,孙军,男,41,410104198312157440,城镇职工,新乡市,2020-07-03,在保
P202304601,傅辉,男,46,410702197812271447,城镇职工,信阳市,,在保
P202304259,丁晨曦,男,48,410502197608220358,城乡居民,商丘市,2022-10-22,在保
P202301486,丁文彬,男,66,410104195810053300,城乡居民,洛阳市,2020-04-17,停保
P202301420,蔡莉,女,59,410106196504217544,城乡居民,南阳市,,在保
P202303099,程佳慧,女,47,410105197702135078,城镇职工,信阳市,2020-08-09,在保
P202300706,曹敏,女,60,410402196410243197,城镇职工,新乡市,2023-02-08,在保
P202304726,许慧,女,0,410105202412123191,灵活就业,安阳市,2021-10-24,停保
P202300334,徐军,男,37,410105198705188350,城镇职工,平顶山市,2021-03-25,在保
P202300469,何明,男,40,410702198401243936,城镇职工,周口市,2023-09-05,在保
P202303451,蔡文彬,男,41,410202198310210417,城乡居民,安阳市,2020-10-17,在保
P202303106,梁霞,女,56,410302196803176347,城镇职工,许昌市,2021-02-02,在保
P202301435,韩辉,男,46,410202197812014424,灵活就业,开封市,2020-03-28,在保
P202300150,罗建华,男,55,410202196903227198,城镇职工,洛阳市,2023-08-16,在保
P202304032,赵艳,女,24,410502200006193877,城镇职工,洛阳市,2022-12-08,在保
P202300415,胡涛,男,55,410106196911129432,城乡居民,许昌市,2023-08-24,退保
P202301306,卢静,女,33,410502199106173836,城乡居民,鹤壁市,2022-09-20,在保
P202302630,罗磊,男,41,410104198309259281,城乡居民,漯河市,2023-09-05,在保
P202301127,周娟,女,55,410104196905213180,灵活就业,平顶山市,2022-09-20,在保
P202303693,胡天宇,男,71,410202195310033594,城镇职工,洛阳市,2023-04-06,在保
P202300013,蔡晨曦,男,54,410106197011111144,城乡居民,南阳市,2020-11-19,在保
P202300094,萧晓红,女,44,410105198012085856,城镇职工,新乡市,2024-05-07,在保
P202303658,王嘉伟,男,12,410103201204117264,城镇职工,平顶山市,2022-03-08,在保
P202301542,阎秀英,女,81,410102194307035751,城镇职工,许昌市,2024-05-10,在保
P202304373,邓文博,男,30,410302199402141797,城镇职工,许昌市,2020-08-25,退保
P202303760,张霞,女,49,410302197506223751,城乡居民,洛阳市,2020-11-30,在保
P202303734,萧超,男,52,410402197201012514,城乡居民,新乡市,2024-04-03,在保
P202303768,傅国强,男,73,410103195109152270,城乡居民,商丘市,2023-03-09,退保
P202302903,孙磊,男,39,410104198508073021,城乡居民,洛阳市,2021-08-28,在保
P202300734,邓永强,男,19,410502200505169051,城乡居民,新乡市,2023-05-13,在保
P202303498,叶文博,男,49,410302197506195082,城镇职工,信阳市,2022-03-29,在保
P202304126,袁美琳,女,30,410502199412229903,城乡居民,商丘市,2022-09-18,停保
P202301785,韩莉,女,51,410402197303169863,城乡居民,南阳市,2022-07-08,停保
